弹幕,时间
弹幕好暖啊,2016-12-31 19:07:43
不懂的话继续听，可能在某一刻就会恍然大悟噢,2016-12-31 19:07:45
这么说好激动啊,2016-12-31 20:08:09
前面几位何必呢,2016-12-31 20:08:29
不过是说听不懂而已嘛,2016-12-31 20:08:29
忘了。。。决定回过去看上一个视频,2016-12-31 20:08:49
要结束了 舍不得啊,2016-12-31 22:10:40
嗯有意思,2016-12-31 22:10:40
体积是一个数字（一维），所以这是一个 3 dimensions to 1 dimension 。,2017-01-01 03:03:10
然后xyz就是一只111的向量！,2017-01-01 15:03:42
wowowowowowowoow机智,2017-01-01 15:03:44
听不懂可以等一天两天开个二周目，一定会有更好的认识,2017-01-01 22:10:03
瞬间搞懂为什么要放ijk了。。就是xyz设成单位向量,2017-01-03 10:10:41
瞬间清晰了,2017-01-03 10:10:44
所以叉积就是相当于二维向量和一个单位向量玩？,2017-01-03 19:07:35
我怎么觉得是余弦函数,2017-01-04 14:02:10
  过关！ 不停的pause and ponder,2017-01-04 14:02:25
变换，就是从动态的观点看问题,2017-01-04 22:10:37
这里用到了待定系数法？,2017-01-04 22:10:40
建议不懂的人再回头好好看看行列式和前一个视频,2017-01-05 09:09:41
听了5遍，终于懂了!,2017-01-05 20:08:27
这里证明P存在，且有唯一解,2017-01-08 00:12:50
看不懂啊啊啊啊啊,2017-01-08 09:09:57
妙不可言,2017-01-09 18:06:03
我的妈！这个解释好流弊！！！,2017-01-09 23:11:59
喵啊，喵! ,2017-01-22 13:01:24
但还是不懂为什么平行六面体体积跟三阶行列式有关啊,2017-01-24 12:12:26
注释太细心了！,2017-01-28 00:12:43
学力学的时候学过这玩意。。。,2017-02-01 22:10:25
应该是ideal吧理想,2017-02-05 17:05:45
余子式,2017-02-05 17:05:46
刷了三遍，终于看懂了。,2017-02-06 17:05:16
这里应该是这个矩阵的第一列吧？,2017-02-06 17:05:37
瞬间理解…,2017-02-09 19:07:19
这里是不是应该是U·VxW？,2017-02-11 06:06:01
点积那里开始看不懂，这里也就看不懂了,2017-02-11 21:09:55
||w||h好像在哭,2017-02-11 23:11:26
不是待定系数，与待定系数无关。线性表示唯一性。,2017-02-12 02:02:37
 Amazing,2017-02-15 19:07:46
翻来覆去看了两遍才看懂。。,2017-02-15 19:07:48
一切都是线性变换！很棒,2017-02-15 20:08:31
三维变换到数轴,2017-02-16 11:11:41
对！非常同意前面同学的观点，可能会突然明白。,2017-02-21 12:12:34
老师在p11中说p12是用于推导单位向量的填充技巧的,2017-02-21 22:10:46
p12又说plan的整体思想是证明向量p等价于vw的叉积,2017-02-21 22:10:48
根据duality、点积和行列式与体积对应关系的应用,2017-02-21 22:10:55
得到了p是与平面vw垂直、长度等于vw构成的平行四边形的一个向量,2017-02-21 22:10:56
根据叉积的几何定义，那么这个向量就是vw的叉积,2017-02-21 22:10:57
则将f(u)的输入变量x、y、z简化为基向量i、j、k，向量p用vw的叉积代替,2017-02-21 23:11:00
就出现了p11中填充了基向量的公式,2017-02-21 23:11:01
一口奶活了,2017-02-23 05:05:18
这里不应该是u.v x w么,2017-02-23 05:05:30
这里花了很久解释p向量在空间上的意义，因为叉积的结果是这个p向量,2017-02-25 15:03:41
这也是为什么花了很多时间探讨了六面体体积,2017-02-25 15:03:41
我擦！！！！叼叼叼！！！,2017-02-26 20:08:27
3个小伙伴你们好啊,2017-02-28 19:07:55
我去,2017-03-03 16:04:45
顿悟,2017-03-03 19:07:39
这展开结果有点问题吧,2017-03-03 22:10:49
这就是混合积,2017-03-03 23:11:04
好像是看明白了,2017-03-04 09:09:03
p就是叉乘！厉害了,2017-03-06 20:08:40
神了，不知道有人看到这里没有，真的棒,2017-03-10 13:01:15
碉堡了,2017-03-13 10:10:41
求出跟物理相关的系列,2017-03-17 16:04:59
你们好！,2017-03-17 17:05:06
对的,2017-03-17 17:05:33
突然想起来高数还是力学学过，差不多是这个意思，但是讲的不清楚,2017-03-17 17:05:41
妙不可言,2017-03-19 12:12:24
特征值和特征向量。。。,2017-03-22 17:05:11
AMAZING！！！！！,2017-03-22 17:05:42
这个用特征值和特征向量来理解估计会好点,2017-03-22 21:09:58
此时此刻就我一个人,2017-03-24 15:03:05
J帽前面的负号呢……难道不是按代数余子式展开？,2017-03-31 20:08:14
两条竖线是指取模吗？,2017-04-03 13:01:34
满秩行列式不为零,2017-04-04 00:12:41
第四遍，看不懂我也很绝望啊,2017-04-08 10:10:16
负号合进去了,2017-04-08 10:10:21
二阶的叉积不在原空间中，三阶的还在怎么理解？,2017-04-08 10:10:27
很自然,2017-04-08 18:06:53
给欲罢不能的学霸跪下,2017-04-08 21:09:18
前面内积没搞懂的最好回去仔看看,2017-04-08 23:11:27
线性就是L(ax+by)=aL(x)+bL(y)吧,2017-04-08 23:11:40
妙啊，妙啊~,2017-04-10 22:10:13
物理第一节课就是这个,2017-04-12 23:11:05
真的有的人就不适合学数学，比如说我。☺,2017-04-14 13:01:43
前面铺垫这里瞬间懂了,2017-04-15 15:03:46
突然醒悟,2017-04-16 16:04:54
讲道理我是什么都没看懂的……,2017-04-17 16:04:06
负号吃进去了,2017-04-18 22:10:57
晕晕乎乎的就理解了,2017-04-20 10:10:39
to 黄字：行列式的几何意义就是列向量所围面积、体积,2017-04-20 10:10:43
绿字是看懂了，但没有讲明白,2017-04-20 10:10:47
欢迎报考交大附中，上课纯扯淡这种,2017-04-23 00:12:04
欢迎报考交大附中，上课纯扯淡这种,2017-04-23 00:12:04
我已经看不太明白了,2017-04-28 19:07:59
左边是三维到数轴的变换，右边是体积,2017-04-30 09:09:26
睡觉，都tm早上了，,2017-05-06 05:05:43
～(￣▽￣～)~,2017-05-06 23:11:24
两条竖线是指范数，表示向量的长度,2017-05-14 17:05:07
终于看懂了。。,2017-05-15 20:08:48
下期就是施密特正交化了嘛。。。一生噩梦,2017-05-16 22:10:12
他讲了半天点乘，是怎么证出叉乘的...,2017-05-20 05:05:46
印象中前面那章不是一个加号一个减号吗....,2017-05-27 18:06:49
怎么变成了 1人正在看 唉,2017-05-27 18:06:50
我觉得这里像ML里面的降维...用一个vector来表示一组具有线性关系的features,2017-05-27 18:06:52
终于2人了...,2017-05-27 19:07:00
有点大声了这里哈哈哈哈,2017-05-27 19:07:17
px,2017-05-27 22:10:36
px 与 xp 等价吗？ 可以这么消去吗？  求解答,2017-05-27 22:10:36
2017 5 29 14 30,2017-05-29 14:02:30
2019 10 11 20 12,2017-05-29 14:02:31
蒙蔽了,2017-05-29 14:02:35
斜不拉几的东西----平行六面体,2017-05-29 15:03:08
正片开始,2017-05-29 15:03:12
妙啊,2017-05-29 15:03:12
平行六面体体积应该是U·V×W ,2017-05-30 10:10:16
用混合积表示平行六面体体积，p为叉积，叉积和输入向量的点积威体积,2017-05-30 10:10:30
这个等式假设基于det的线性？,2017-05-30 10:10:36
为什么等式右边为平行六面体的体积？,2017-05-30 10:10:39
等式右边的det为什么是体积 我哪里看漏了吗,2017-05-30 10:10:43
橙色字的等等我,2017-05-30 10:10:48
需要再看一遍......,2017-05-31 14:02:38
欢迎报考北雷村男子职业技术学院,2017-05-31 16:04:47
？！,2017-06-01 11:11:23
这一定是魔法,2017-06-01 11:11:36
黄字好评，看懂了的,2017-06-01 13:01:52
突然懂了,2017-06-02 01:01:16
p与x的点积是可交换的，但不可消去。,2017-06-06 21:09:59
 交附的别走！！！,2017-06-14 12:12:03
1,2017-06-15 08:08:29
强推过的我。。。,2017-06-19 18:06:14
混合积。。。？,2017-06-19 19:07:37
那您的物理课真厉害,2017-06-22 18:06:22
好高深啊，高中狗表示看不懂,2017-06-22 18:06:36
恍然大悟+1,2017-06-22 18:06:38
赞同，那种突然就懂的感觉非常好,2017-06-22 18:06:38
是的,2017-06-22 18:06:39
是啊,2017-06-22 18:06:39
+1,2017-06-22 18:06:42
按E可以citing,2017-06-22 18:06:46
想法是知道了 但是还没理顺2333333,2017-06-24 04:04:58
这边截个图 然后倒回去再对照看,2017-06-24 05:05:00
我们老师当时就是这样推的…,2017-06-29 23:11:56
论高代和和空解一起学的优势,2017-06-29 23:11:57
这里没毛病，仔细看第二项负号已经在括号里变过了,2017-07-04 09:09:06
两条竖线是范数,2017-07-04 20:08:36
左边叉乘结果第三行应该是v1w2-v2w1,2017-07-06 14:02:55
 欢迎报考上海中学^^,2017-07-08 13:01:17
欢迎报考上海交通大学,2017-07-12 21:09:04
突然代数,2017-07-15 14:02:53
恍然大悟,2017-07-15 17:05:47
说底乘高我就懂了,2017-07-15 17:05:47
这个就解释了为什么叉积要这么算,2017-07-15 17:05:48
橙字，他讲了这么久就是为了说明你那个问题啊...,2017-07-15 17:05:50
NB,2017-07-18 10:10:34
竖起大拇指,2017-07-20 14:22:55
前面说了这是想象的叉积,2017-07-21 13:48:51
等式右边是体积的那个，把行列式那p再看一遍,2017-07-21 13:53:15
这里不知道P的xyz没有办法求体积，而叉乘只能求出P的长度，是不是这样？,2017-07-24 18:33:04
真假的3个小伙伴，2017/7/26 1.16，看到在后面回复下,2017-07-26 01:16:36
上帝,2017-07-26 17:12:48
05-行列式 那一节讲了的二阶行列式为面积；三阶行列式为体积,2017-07-27 22:26:05
太精彩了这个解释,2017-07-31 10:10:33
还是一口气看完好了,2017-08-01 21:31:35
"也就是说，叉积的本质是一个对某个向量（x,y,z）的线性变换？",2017-08-02 21:25:52
这里只证明了向量p数值上等于左边 几何意义上等于右边 但没有证明p=vw啊,2017-08-03 15:10:49
妙啊,2017-08-12 17:47:52
第二项前面没问题 仔细看括号里面变号了,2017-08-13 10:38:45
精彩,2017-08-14 20:04:30
有点奇妙,2017-08-20 18:44:55
我记得up主前两集是让我们忘掉这个定义来着,2017-08-20 18:57:34
p就是叉积？,2017-08-20 20:01:01
  恍然大悟！！！,2017-08-20 20:09:18
意思就是把这个方法从（2维-1维）推广到（n维-1维）,2017-08-21 06:55:00
你把向量看成从一维升到某维的变换就很对偶了,2017-08-21 11:09:55
这最后5分钟我从早上7点看到11点，是不是笨死,2017-08-21 11:15:59
惊悚,2017-08-23 23:02:00
我已经想不起这是在讲什么了……,2017-08-25 19:15:23
我看了一下午了TAT,2017-08-25 19:20:29
原来是这样。。这也就解释了为什么要垂直了。。,2017-08-26 10:47:04
前两集不是证明了吗。。,2017-08-26 10:51:39
感觉听不懂了，我擦,2017-08-27 18:16:09
soga,2017-08-27 18:34:03
阵亡 我坚持到了第八集,2017-08-27 23:16:17
只要是线性的就可以表示为乘以矩阵的形式,2017-08-27 23:32:31
矩阵<=>线性,2017-08-27 23:33:42
第二遍终于看懂了 三本学渣,2017-08-27 23:44:32
恍然大悟恍然大悟.....,2017-09-05 21:18:58
这句没看懂,2017-09-06 20:44:34
还有后续人员,2017-09-07 21:26:11
接下来是菜都凉了部分,2017-09-07 22:19:41
其实不加ijk本身就无法计算行列式。。,2017-09-09 02:10:40
"x,y,z对于任意量 皆成立，所以有p的等式",2017-09-09 02:21:18
←交大我来啦,2017-09-16 23:05:27
矩阵就是表示线性变化！,2017-09-21 08:21:42
因为这个等号恒成立，不取决于xyz的值，所以xyz两边的系数要对应相等,2017-09-28 14:09:24
他说的右手定则和我们不一样哈哈,2017-09-28 23:06:04
1、抱歉挡字 此章先引入向量P,2017-10-07 17:02:03
2、然后先证P等价于叉乘,2017-10-07 17:02:16
3、再说P的几何是什么,2017-10-07 17:02:31
4、最后等价代换到叉乘的几何意义。以上,2017-10-07 17:02:54
数三的考研狗 山农大,2017-10-13 09:49:21
存活确认,2017-10-16 02:58:15
承包空屏,2017-10-16 02:58:40
666，自然美,2017-10-20 19:40:52
斯拉夫人写的垃圾，逃出来了,2017-10-20 19:41:36
解方程假设的未知数,2017-10-20 19:42:14
计算机3d游戏的原理,2017-10-20 19:50:21
6666,2017-10-23 16:19:31
表示阵亡,2017-10-23 16:32:29
这部分反而视频的讲法太复杂,2017-10-25 18:07:19
醍醐灌顶！！！,2017-10-27 18:27:18
我回来了。。第二遍,2017-10-30 20:33:31
前方底乘高好评，瞬间懂了,2017-10-30 21:15:00
有问题的立即推：放弃考研，什么你没考研？emmm,2017-11-04 08:45:08
看不懂的有必要先理解数学中对偶的概念，建议去wikipedia看一看,2017-11-04 08:54:33
这里看不懂 为什么线性的就可以通过矩阵乘法描述,2017-11-10 10:58:18
炸了,2017-11-13 21:08:30
nb,2017-11-20 08:36:44
没负号了，可以理解为合进括号里了，更直接的是，他是轮换对称地写的。,2017-11-20 22:20:23
这就是上一章弹幕说Riesz表示定理的原因了。,2017-11-20 22:26:23
正片开始,2017-11-22 20:30:35
突然懂了,2017-11-22 20:33:34
看懂了嘛,2017-11-23 16:05:35
还有在看的嘛,2017-11-23 16:05:47
现在几个人啊,2017-11-23 16:06:20
H1Z1 不玩了,2017-11-26 21:20:37
、大学线性 稀里糊涂过的,2017-11-26 21:21:08
好吧 我算工程师 看不懂线性代数 回来补习了,2017-11-26 21:21:51
明天再学习，还有傅里叶变换,2017-11-26 21:22:33
H1Z1 我来了,2017-11-26 21:22:48
H1Z1 三维降为2维,2017-11-26 21:23:25
明天上班再学习,2017-11-26 21:24:19
你、学会了吗？,2017-11-30 01:41:02
folks翻译成乡亲们比较有趣,2017-12-05 16:50:33
欢迎报考交大，一上课就能睡着,2017-12-05 17:09:30
天。。。,2017-12-10 15:48:31
人好少,2017-12-10 22:09:49
蛮力失败了。。。。,2017-12-14 21:37:51
原来如此，看到这开朗了,2017-12-14 21:43:29
终于看懂了,2017-12-24 22:37:30
混合积才是体积吧，这里感觉讲得不对,2017-12-31 10:41:20
就是一元矩阵类似于一个向量,2018-01-15 15:06:53
它重现定义了一个新函数f,2018-01-15 15:20:52
存活确认,2018-01-17 16:02:08
看懂了！,2018-01-18 10:29:52
看了两遍，终于懂了 (╥_╥),2018-01-20 20:38:11
H1Z1还行,2018-01-23 16:14:04
。。。det在三维空间表示的就是三个向量围城的体积。。。你前面的视频看了没有,2018-02-01 23:18:10
豁然开朗,2018-02-03 14:40:52
高潮了,2018-02-06 15:35:08
你们视频倒着看的？拿后面的来解释前面的东西？,2018-02-06 15:50:33
混合积？,2018-02-06 17:21:29
是不是二维的点积和三维的叉积都属于降维操作啊？二维点积得到一维线段，三维叉积得到二维向量,2018-02-06 21:26:00
这么说的话，他这个三维到一维，就是两次拍扁吧。先把垂直的轴，拍到面上，再把面拍成线,2018-02-06 21:34:01
这里的P向量的功能应该是对三维xyz进行线性变换,2018-02-06 21:46:02
把f()看成P，再把xyz赋值为1，就是叉积了么？,2018-02-06 21:47:49
看懂了，大家加油！,2018-02-07 18:27:32
降维打击,2018-02-07 21:31:57
第三遍,2018-02-08 10:38:06
但是下面面积为什么是那个公式并没有讲清楚啊,2018-02-11 00:54:36
这句话什么意思,2018-02-16 13:04:47
厉害看了四遍终于懂了，从头到尾都是在找p而已，找到p就行了，p的长度等于面积,2018-02-19 15:58:42
6666,2018-02-23 01:03:30
矩阵=线性的映射,2018-02-23 14:29:17
20180223 10人,2018-02-23 20:15:50
左边等式右边第三行typo，应该为v1w2-v2w1,2018-02-23 20:22:01
终于没有高中生大神了？,2018-02-23 20:27:57
某写的弹幕请注意一下,2018-02-25 00:07:18
余子式逆用,2018-02-26 10:38:10
p的每一个分量都是一个二维点积（三个对偶向量）,2018-02-28 00:59:31
v与w的点积值就是那个面积，同时是p的长度值，p要符合长度，也要符合方向，所以唯一,2018-02-28 01:53:53
det没方向吧？叉乘不是向量,2018-03-16 21:30:28
！！！原来这样,2018-03-18 20:14:35
一口气12集等等我,2018-03-22 14:17:46
不是一定的吧 p向量 只要与xyz向量成一定角度和长度也可以等于那个行列式吧,2018-03-25 15:47:47
欢迎报考华师大二附中,2018-04-08 06:59:30
obvious，每次教材上看到这个词都有深深地怨念,2018-04-10 00:56:51
竖线是向量的长度,2018-04-19 14:56:47
J前面根本不用负号好吗，想想转置行列式到底是怎么一回事。,2018-04-21 14:06:43
这是错的！！代数方法算出的P向量只有一个，几何方法得出的P不唯一的。有无数个。,2018-04-24 23:27:33
有问题，不一定垂直啊,2018-04-24 23:31:45
说理解的人 想过有无数p能做到这一点吗？,2018-04-25 00:37:03
p不垂直也能做到,2018-04-25 00:38:01
这里是有问题的其实是有无数个向量p满足条件,2018-04-28 17:12:34
这样用几何体积推理出p（v2w3 - v3w2，v3w1-v1w3，v1w2-v2w1）的几何意义就是垂直vw的向量好像有问题，因为满足,2018-04-28 17:26:24
